Cday,CT,bin,data
1,5,2,NaN
1,5,3,NaN
1,5,4,NaN
1,5,5,NaN
1,5,6,NaN
1,5,7,NaN
1,5,8,NaN
1,5,9,NaN
1,5,10,NaN
1,6,1,NaN
1,6,2,NaN
1,6,3,NaN
1,6,4,NaN
1,6,5,NaN
1,6,6,NaN
1,6,7,NaN
1,6,8,NaN
1,6,9,NaN
1,6,10,NaN
1,7,1,NaN
1,7,2,NaN
1,7,3,NaN
1,7,4,NaN
1,7,5,NaN
1,7,6,NaN
1,7,7,NaN
1,7,8,NaN
1,7,9,NaN
1,7,10,NaN
1,8,1,NaN
1,8,2,NaN
1,8,3,NaN
1,8,4,NaN
1,8,5,NaN
1,8,6,NaN
1,8,7,NaN
1,8,8,NaN
1,8,9,NaN
1,8,10,NaN
1,9,1,NaN
1,9,2,NaN
1,9,3,NaN
1,9,4,NaN
1,9,5,NaN
1,9,6,NaN
1,9,7,NaN
1,9,8,NaN
1,9,9,NaN
1,9,10,NaN
1,10,1,NaN
1,10,2,NaN
1,10,3,NaN
1,10,4,NaN
1,10,5,NaN
1,10,6,NaN
1,10,7,NaN
1,10,8,NaN
1,10,9,NaN
1,10,10,NaN
1,11,1,NaN
1,11,2,NaN
1,11,3,NaN
1,11,4,NaN
1,11,5,NaN
1,11,6,NaN
1,11,7,NaN
1,11,8,NaN
1,11,9,NaN
1,11,10,NaN
1,12,1,NaN
1,12,2,NaN
1,12,3,NaN
1,12,4,NaN
1,12,5,NaN
1,12,6,NaN
1,12,7,NaN
1,12,8,NaN
1,12,9,NaN
1,12,10,NaN
1,13,1,NaN
1,13,2,NaN
1,13,3,NaN
1,13,4,NaN
1,13,5,NaN
1,13,6,NaN
1,13,7,NaN
1,13,8,NaN
1,13,9,NaN
1,13,10,NaN
1,14,1,NaN
1,14,2,NaN
1,14,3,NaN
1,14,4,NaN
1,14,5,NaN
1,14,6,NaN
1,14,7,NaN
1,14,8,NaN
1,14,9,NaN
1,14,10,NaN
1,15,1,NaN
1,15,2,NaN
1,15,3,NaN
1,15,4,NaN
1,15,5,NaN
1,15,6,NaN
1,15,7,NaN
1,15,8,NaN
1,15,9,NaN
1,15,10,NaN
1,16,1,NaN
1,16,2,NaN
1,16,3,NaN
1,16,4,NaN
1,16,5,NaN
1,16,6,NaN
1,16,7,NaN
1,16,8,NaN
1,16,9,NaN
1,16,10,NaN
1,17,1,NaN
1,17,2,NaN
