Cday,CT,bin,data
1,8,6,0
1,8,7,0
1,8,8,0
1,8,9,0
1,8,10,0
1,9,1,0
1,9,2,0
1,9,3,0
1,9,4,0
1,9,5,0
1,9,6,0
1,9,7,0
1,9,8,0
1,9,9,0
1,9,10,0
1,10,1,0
1,10,2,0
1,10,3,0
1,10,4,0
1,10,5,0
1,10,6,0
1,10,7,0
1,10,8,0
1,10,9,0
1,10,10,0
1,11,1,0
1,11,2,0
1,11,3,0
1,11,4,83.6610878661087
1,11,5,101.652719665272
1,11,6,80.3891213389121
1,11,7,108.765690376569
1,11,8,85.9205020920505
1,11,9,23.6108786610878
1,11,10,0
1,12,1,0
1,12,2,0
1,12,3,0
1,12,4,0
1,12,5,0
1,12,6,0
1,12,7,0
1,12,8,0
1,12,9,0
1,12,10,0
1,13,1,0
1,13,2,4.22594142259415
1,13,3,31.7322175732219
1,13,4,75.3221757322175
1,13,5,84.7615062761506
1,13,6,86.3849372384936
1,13,7,108.962343096234
1,13,8,111.112970711297
1,13,9,92.8368200836822
1,13,10,10.1673640167364
1,14,1,0
1,14,2,0
1,14,3,0
1,14,4,0
1,14,5,0
1,14,6,0
1,14,7,0
1,14,8,0
1,14,9,0.209205020920503
1,14,10,2.57322175732212
1,15,1,7.71129707112972
1,15,2,1.65690376569037
1,15,3,0
1,15,4,0
1,15,5,0
1,15,6,0
1,15,7,0
1,15,8,0
1,15,9,0
1,15,10,0
1,16,1,0
1,16,2,0
1,16,3,0
1,16,4,0
1,16,5,0
1,16,6,0
1,16,7,0
1,16,8,0
1,16,9,0
1,16,10,0
1,17,1,0
1,17,2,0
1,17,3,0
1,17,4,0
1,17,5,0
1,17,6,0
1,17,7,0
1,17,8,0
1,17,9,0
1,17,10,0
1,18,1,0
1,18,2,0
1,18,3,0
1,18,4,0
1,18,5,0
1,18,6,0
1,18,7,0
1,18,8,0
1,18,9,0
1,18,10,0
1,19,1,0
1,19,2,0
1,19,3,0
1,19,4,0
1,19,5,0
1,19,6,0
1,19,7,0
1,19,8,0
1,19,9,0
1,19,10,0
1,20,1,0
1,20,2,0
1,20,3,0
1,20,4,0
1,20,5,0
1,20,6,0
1,20,7,0
1,20,8,0
1,20,9,0
1,20,10,0
1,21,1,0
1,21,2,0
1,21,3,0
1,21,4,0
1,21,5,0
1,21,6,0
1,21,7,0
1,21,8,0
1,21,9,0
1,21,10,0
1,22,1,0
1,22,2,0
1,22,3,0
1,22,4,0
1,22,5,0
1,22,6,0
1,22,7,0
1,22,8,0
1,22,9,0
1,22,10,0
1,23,1,0
1,23,2,0
1,23,3,0
1,23,4,0
1,23,5,0
1,23,6,0
1,23,7,0
1,23,8,0
1,23,9,0
1,23,10,0
1,24,1,0
1,0,2,0
1,0,3,0
1,0,4,0
1,0,5,0
1,0,6,0
1,0,7,0
1,0,8,0
1,0,9,0.953974895397487
1,0,10,0.058577405857725
1,1,1,0
1,1,2,0
1,1,3,0
1,1,4,0
1,1,5,0
1,1,6,0
1,1,7,0
1,1,8,0
1,1,9,0.828451882845185
1,1,10,0.184100418410027
1,2,1,0
1,2,2,0
1,2,3,0
1,2,4,0
1,2,5,0
1,2,6,0
1,2,7,0
1,2,8,0
1,2,9,0
1,2,10,0
1,3,1,0
1,3,2,0
1,3,3,79.6317991631789
1,3,4,66.3054393305431
1,3,5,13.6610878661087
1,3,6,0.38493723849373
1,3,7,0
1,3,8,0
1,3,9,0
1,3,10,0
1,4,1,0
1,4,2,0
1,4,3,0
1,4,4,0
1,4,5,3.51464435146444
1,4,6,45.6736401673635
1,4,7,124.158995815901
1,4,8,124.665271966527
1,4,9,72.9330543933052
1,4,10,57.8953974895397
1,5,1,57.3765690376563
1,5,2,54.9456066945607
1,5,3,47.280334728033
1,5,4,83.0041841004186
1,5,5,58.602510460251
1,5,6,0
1,5,7,0
1,5,8,0
1,5,9,0
1,5,10,0
1,6,1,0
1,6,2,0
1,6,3,0
1,6,4,0
1,6,5,0
1,6,6,0
1,6,7,0
1,6,8,0
1,6,9,0
1,6,10,0
1,7,1,0
1,7,2,0
