Cday,CT,bin,data
1,2,7,NaN
1,2,8,NaN
1,2,9,NaN
1,2,10,NaN
1,3,1,NaN
1,3,2,NaN
1,3,3,NaN
1,3,4,NaN
1,3,5,NaN
1,3,6,NaN
1,3,7,NaN
1,3,8,NaN
1,3,9,NaN
1,3,10,NaN
1,4,1,NaN
1,4,2,NaN
1,4,3,NaN
1,4,4,NaN
1,4,5,NaN
1,4,6,NaN
1,4,7,NaN
1,4,8,NaN
1,4,9,NaN
1,4,10,NaN
1,5,1,NaN
1,5,2,NaN
1,5,3,NaN
1,5,4,NaN
1,5,5,NaN
1,5,6,NaN
1,5,7,NaN
1,5,8,NaN
1,5,9,NaN
1,5,10,NaN
1,6,1,NaN
1,6,2,NaN
1,6,3,NaN
1,6,4,NaN
1,6,5,NaN
1,6,6,NaN
1,6,7,NaN
1,6,8,NaN
1,6,9,NaN
1,6,10,NaN
1,7,1,NaN
1,7,2,NaN
1,7,3,NaN
1,7,4,NaN
1,7,5,NaN
1,7,6,NaN
1,7,7,NaN
1,7,8,NaN
1,7,9,NaN
1,7,10,NaN
1,8,1,NaN
1,8,2,NaN
1,8,3,NaN
1,8,4,NaN
1,8,5,NaN
1,8,6,NaN
1,8,7,NaN
1,8,8,NaN
1,8,9,NaN
1,8,10,NaN
1,9,1,NaN
1,9,2,NaN
1,9,3,NaN
1,9,4,NaN
1,9,5,NaN
1,9,6,NaN
1,9,7,NaN
1,9,8,NaN
1,9,9,NaN
1,9,10,NaN
1,10,1,NaN
1,10,2,NaN
1,10,3,NaN
1,10,4,NaN
1,10,5,NaN
1,10,6,NaN
1,10,7,NaN
1,10,8,NaN
1,10,9,NaN
1,10,10,NaN
1,11,1,NaN
1,11,2,NaN
1,11,3,NaN
1,11,4,NaN
1,11,5,NaN
1,11,6,NaN
1,11,7,NaN
1,11,8,NaN
1,11,9,NaN
1,11,10,NaN
1,12,1,NaN
1,12,2,NaN
1,12,3,NaN
1,12,4,NaN
1,12,5,NaN
1,12,6,NaN
1,12,7,NaN
1,12,8,NaN
1,12,9,NaN
1,12,10,NaN
1,13,1,NaN
1,13,2,NaN
1,13,3,NaN
1,13,4,NaN
1,13,5,NaN
1,13,6,NaN
1,13,7,NaN
1,13,8,NaN
1,13,9,NaN
1,13,10,NaN
1,14,1,NaN
1,14,2,NaN
1,14,3,NaN
1,14,4,NaN
1,14,5,NaN
1,14,6,NaN
1,14,7,NaN
1,14,8,NaN
1,14,9,NaN
1,14,10,NaN
1,15,1,NaN
1,15,2,NaN
1,15,3,NaN
1,15,4,NaN
1,15,5,NaN
1,15,6,NaN
1,15,7,NaN
1,15,8,NaN
1,15,9,NaN
1,15,10,NaN
1,16,1,NaN
1,16,2,NaN
1,16,3,NaN
1,16,4,NaN
1,16,5,NaN
1,16,6,NaN
1,16,7,NaN
1,16,8,NaN
1,16,9,NaN
1,16,10,NaN
1,17,1,NaN
1,17,2,NaN
1,17,3,NaN
1,17,4,NaN
1,17,5,NaN
1,17,6,NaN
1,17,7,NaN
1,17,8,NaN
1,17,9,NaN
1,17,10,NaN
1,18,1,NaN
1,18,2,NaN
1,18,3,NaN
1,18,4,NaN
1,18,5,NaN
1,18,6,NaN
1,18,7,NaN
1,18,8,NaN
1,18,9,NaN
1,18,10,NaN
1,19,1,NaN
1,19,2,NaN
1,19,3,NaN
1,19,4,NaN
1,19,5,NaN
1,19,6,NaN
1,19,7,NaN
1,19,8,NaN
1,19,9,NaN
1,19,10,NaN
1,20,1,NaN
1,20,2,NaN
1,20,3,NaN
1,20,4,NaN
1,20,5,NaN
1,20,6,NaN
1,20,7,NaN
1,20,8,NaN
1,20,9,NaN
1,20,10,NaN
1,21,1,NaN
1,21,2,NaN
1,21,3,NaN
1,21,4,NaN
1,21,5,NaN
1,21,6,NaN
1,21,7,NaN
1,21,8,NaN
1,21,9,NaN
1,21,10,NaN
1,22,1,NaN
1,22,2,NaN
1,22,3,NaN
1,22,4,NaN
1,22,5,NaN
1,22,6,NaN
1,22,7,NaN
1,22,8,NaN
1,22,9,NaN
1,22,10,NaN
1,23,1,NaN
1,23,2,NaN
1,23,3,NaN
1,23,4,NaN
1,23,5,NaN
1,23,6,NaN
1,23,7,NaN
1,23,8,NaN
1,23,9,NaN
1,23,10,NaN
1,24,1,NaN
1,0,2,NaN
1,0,3,NaN
1,0,4,NaN
1,0,5,NaN
1,0,6,NaN
1,0,7,NaN
1,0,8,NaN
1,0,9,NaN
1,0,10,NaN
1,1,1,NaN
1,1,2,NaN
1,1,3,NaN
1,1,4,NaN
1,1,5,NaN
1,1,6,NaN
1,1,7,NaN
1,1,8,NaN
1,1,9,NaN
1,1,10,NaN
1,2,1,NaN
1,2,2,NaN
1,2,3,NaN
1,2,4,NaN
1,2,5,NaN
1,2,6,NaN
2,2,7,2
2,2,8,49
2,2,9,48
2,2,10,0
2,3,1,0
2,3,2,0
2,3,3,0
2,3,4,0
2,3,5,0
2,3,6,0
2,3,7,0
2,3,8,0
2,3,9,0
2,3,10,0
2,4,1,0
2,4,2,0
2,4,3,0
2,4,4,0
2,4,5,0
